length_nm,ngm_id,ngmro
180,22.56,120.7
180,22.34,120.9
180,22.12,121.4
180,21.88,122.1
180,21.63,123
180,21.37,124.1
180,21.08,125.4
180,20.76,126.8
180,20.41,128.3
180,20.01,130
180,19.57,131.6
180,19.09,133.1
180,18.57,134.6
180,18,135.8
180,17.4,136.9
180,16.78,137.7
180,16.13,138.1
180,15.47,138.3
180,14.81,138.1
180,14.15,137.6
180,13.5,136.8
180,12.86,135.8
180,12.24,134.4
180,11.64,132.8
180,11.08,131
180,10.53,129
180,10.02,126.9
180,9.534,124.7
180,9.077,122.4
180,8.648,120
180,8.247,117.6
180,7.871,115.2
180,7.52,112.8
180,7.192,110.4
180,6.886,108
180,6.6,105.7
180,6.334,103.4
180,6.085,101.2
180,5.853,99.04
180,5.636,96.92
180,5.433,94.87
180,5.243,92.87
180,5.064,90.93
180,4.897,89.05
180,4.74,87.22
180,4.592,85.45
180,4.453,83.73
180,4.322,82.06
180,4.198,80.44
180,4.081,78.86
180,3.97,77.33
180,3.865,75.85
180,3.765,74.4
180,3.67,72.99
180,3.58,71.62
180,3.494,70.28
180,3.412,68.98
180,3.333,67.71
180,3.258,66.47
180,3.187,65.26
180,3.118,64.08
180,3.052,62.93
180,2.989,61.8
180,2.928,60.69
180,2.87,59.61
180,2.813,58.56
180,2.759,57.52
180,2.707,56.51
180,2.657,55.52
180,2.608,54.55
180,2.561,53.6
180,2.516,52.66
180,2.472,51.75
180,2.429,50.85
180,2.388,49.97
180,2.348,49.11
180,2.309,48.27
180,2.271,47.44
180,2.235,46.63
180,2.199,45.83
180,2.165,45.05
360,22.03,136.6
360,21.76,137.6
360,21.47,138.7
360,21.14,139.9
360,20.77,141.2
360,20.35,142.5
360,19.89,143.9
360,19.38,145.1
360,18.83,146.2
360,18.23,147.1
360,17.61,147.8
360,16.96,148.3
360,16.29,148.5
360,15.61,148.5
360,14.94,148.2
360,14.27,147.7
360,13.61,146.9
360,12.97,145.9
360,12.35,144.6
360,11.76,143.2
360,11.19,141.7
360,10.65,140
360,10.15,138.2
360,9.666,136.4
360,9.216,134.5
360,8.794,132.5
360,8.399,130.6
360,8.029,128.6
360,7.684,126.7
360,7.362,124.7
360,7.061,122.8
360,6.78,121
360,6.518,119.2
360,6.273,117.4
360,6.044,115.6
360,5.83,114
360,5.629,112.3
360,5.441,110.7
360,5.265,109.2
360,5.099,107.7
360,4.943,106.2
360,4.797,104.8
360,4.658,103.4
360,4.528,102
360,4.404,100.7
360,4.287,99.42
360,4.176,98.17
360,4.071,96.95
360,3.971,95.75
360,3.876,94.58
360,3.785,93.43
360,3.699,92.31
360,3.616,91.2
360,3.537,90.12
360,3.461,89.05
360,3.389,88
360,3.32,86.97
360,3.253,85.95
360,3.189,84.95
360,3.127,83.96
360,3.068,82.98
360,3.011,82.02
360,2.956,81.06
360,2.903,80.12
360,2.851,79.19
360,2.802,78.27
360,2.754,77.36
360,2.707,76.46
360,2.662,75.56
360,2.619,74.68
360,2.577,73.8
360,2.536,72.94
360,2.496,72.08
360,2.458,71.23
360,2.42,70.38
360,2.384,69.55
360,2.348,68.72
360,2.314,67.9
360,2.281,67.09
360,2.248,66.28
360,2.216,65.49
540,21.89,154
540,21.59,155
540,21.26,156
540,20.87,157.1
540,20.44,158.2
540,19.96,159.1
540,19.43,160
540,18.86,160.7
540,18.24,161.2
540,17.6,161.5
540,16.93,161.5
540,16.25,161.2
540,15.56,160.8
540,14.87,160
540,14.2,159.1
540,13.53,157.9
540,12.89,156.6
540,12.28,155.1
540,11.69,153.4
540,11.12,151.6
540,10.59,149.8
540,10.09,147.8
540,9.616,145.9
540,9.172,143.9
540,8.756,141.9
540,8.367,139.9
540,8.004,137.9
540,7.664,135.9
540,7.348,134
540,7.052,132.2
540,6.776,130.4
540,6.519,128.6
540,6.278,126.9
540,6.053,125.2
540,5.843,123.6
540,5.646,122.1
540,5.461,120.6
540,5.288,119.1
540,5.125,117.7
540,4.971,116.4
540,4.827,115.1
540,4.69,113.8
540,4.561,112.6
540,4.44,111.4
540,4.324,110.2
540,4.215,109.1
540,4.111,108
540,4.012,107
540,3.918,105.9
540,3.828,104.9
540,3.743,103.9
540,3.661,102.9
540,3.583,102
540,3.508,101
540,3.436,100.1
540,3.367,99.18
540,3.301,98.28
540,3.237,97.39
540,3.176,96.52
540,3.117,95.66
540,3.061,94.8
540,3.006,93.96
540,2.953,93.12
540,2.902,92.3
540,2.853,91.47
540,2.805,90.66
540,2.759,89.85
540,2.714,89.05
540,2.671,88.26
540,2.629,87.47
540,2.588,86.68
540,2.549,85.9
540,2.51,85.13
540,2.473,84.36
540,2.437,83.59
540,2.402,82.83
540,2.367,82.07
540,2.334,81.32
540,2.301,80.57
540,2.27,79.82
540,2.239,79.08
720,21.75,170.6
720,21.42,171.5
720,21.05,172.3
720,20.62,173.2
720,20.14,173.9
720,19.62,174.5
720,19.04,174.9
720,18.43,175
720,17.78,174.9
720,17.1,174.6
720,16.42,174
720,15.72,173.2
720,15.03,172.1
720,14.34,170.8
720,13.67,169.3
720,13.03,167.7
720,12.4,165.9
720,11.81,163.9
720,11.24,161.9
720,10.7,159.8
720,10.19,157.7
720,9.712,155.5
720,9.264,153.3
720,8.843,151.1
720,8.45,149
720,8.083,146.9
720,7.741,144.8
720,7.421,142.8
720,7.122,140.9
720,6.844,139
720,6.584,137.2
720,6.341,135.4
720,6.114,133.7
720,5.902,132.1
720,5.703,130.5
720,5.517,129
720,5.342,127.5
720,5.178,126.1
720,5.023,124.8
720,4.877,123.5
720,4.74,122.3
720,4.61,121.1
720,4.488,119.9
720,4.371,118.8
720,4.261,117.7
720,4.156,116.6
720,4.057,115.6
720,3.962,114.6
720,3.872,113.6
720,3.786,112.7
720,3.704,111.8
720,3.625,110.8
720,3.55,110
720,3.477,109.1
720,3.408,108.2
720,3.342,107.4
720,3.278,106.6
720,3.216,105.8
720,3.157,105
720,3.1,104.2
720,3.045,103.4
720,2.992,102.6
720,2.94,101.9
720,2.891,101.1
720,2.843,100.4
720,2.797,99.65
720,2.752,98.91
720,2.708,98.19
720,2.666,97.46
720,2.625,96.74
720,2.585,96.03
720,2.547,95.31
720,2.509,94.61
720,2.473,93.9
720,2.437,93.2
720,2.403,92.5
720,2.37,91.81
720,2.337,91.11
720,2.305,90.42
720,2.274,89.73
720,2.244,89.04
900,21.63,186.2
900,21.27,187
900,20.86,187.6
900,20.41,188.1
900,19.89,188.5
900,19.33,188.7
900,18.73,188.6
900,18.09,188.3
900,17.42,187.7
900,16.73,186.8
900,16.03,185.7
900,15.33,184.3
900,14.64,182.8
900,13.96,181
900,13.3,179.1
900,12.66,177
900,12.05,174.8
900,11.47,172.5
900,10.92,170.1
900,10.4,167.8
900,9.91,165.4
900,9.45,163
900,9.018,160.6
900,8.615,158.3
900,8.238,156
900,7.886,153.8
900,7.558,151.6
900,7.251,149.5
900,6.965,147.5
900,6.699,145.5
900,6.449,143.7
900,6.217,141.9
900,5.999,140.1
900,5.795,138.5
900,5.604,136.9
900,5.425,135.4
900,5.257,133.9
900,5.099,132.5
900,4.95,131.2
900,4.81,129.9
900,4.677,128.7
900,4.552,127.5
900,4.433,126.3
900,4.321,125.2
900,4.214,124.2
900,4.113,123.1
900,4.016,122.2
900,3.925,121.2
900,3.837,120.2
900,3.753,119.3
900,3.673,118.4
900,3.597,117.6
900,3.523,116.7
900,3.453,115.9
900,3.385,115.1
900,3.32,114.3
900,3.258,113.5
900,3.198,112.8
900,3.14,112
900,3.084,111.3
900,3.031,110.5
900,2.979,109.8
900,2.928,109.1
900,2.88,108.4
900,2.833,107.7
900,2.787,107
900,2.743,106.3
900,2.701,105.6
900,2.659,105
900,2.619,104.3
900,2.58,103.6
900,2.542,103
900,2.506,102.3
900,2.47,101.6
900,2.435,101
900,2.401,100.3
900,2.368,99.69
900,2.336,99.05
900,2.305,98.4
900,2.274,97.76
900,2.245,97.12
1080,21.52,201
1080,21.14,201.5
1080,20.72,201.9
1080,20.23,202.2
1080,19.7,202.2
1080,19.11,201.9
1080,18.48,201.4
1080,17.83,200.7
1080,17.14,199.6
1080,16.45,198.3
1080,15.74,196.7
1080,15.04,194.9
1080,14.35,192.9
1080,13.68,190.7
1080,13.03,188.4
1080,12.4,185.9
1080,11.8,183.4
1080,11.23,180.8
1080,10.7,178.2
1080,10.19,175.6
1080,9.71,172.9
1080,9.263,170.4
1080,8.844,167.8
1080,8.453,165.3
1080,8.087,162.9
1080,7.746,160.5
1080,7.428,158.3
1080,7.131,156.1
1080,6.854,154
1080,6.595,151.9
1080,6.354,150
1080,6.128,148.1
1080,5.917,146.4
1080,5.719,144.7
1080,5.534,143
1080,5.36,141.5
1080,5.196,140
1080,5.043,138.6
1080,4.898,137.2
1080,4.761,135.9
1080,4.632,134.7
1080,4.51,133.5
1080,4.394,132.3
1080,4.284,131.2
1080,4.18,130.2
1080,4.081,129.2
1080,3.987,128.2
1080,3.897,127.2
1080,3.811,126.3
1080,3.729,125.4
1080,3.651,124.5
1080,3.576,123.7
1080,3.504,122.8
1080,3.435,122
1080,3.368,121.2
1080,3.305,120.5
1080,3.243,119.7
1080,3.184,119
1080,3.127,118.2
1080,3.072,117.5
1080,3.02,116.8
1080,2.968,116.1
1080,2.919,115.4
1080,2.871,114.8
1080,2.825,114.1
1080,2.78,113.4
1080,2.737,112.8
1080,2.695,112.1
1080,2.654,111.5
1080,2.614,110.8
1080,2.576,110.2
1080,2.538,109.6
1080,2.502,109
1080,2.467,108.3
1080,2.432,107.7
1080,2.399,107.1
1080,2.366,106.5
1080,2.335,105.9
1080,2.304,105.3
1080,2.274,104.7
1080,2.244,104.1
1260,21.44,215
1260,21.04,215.4
1260,20.59,215.5
1260,20.09,215.4
1260,19.54,215.1
1260,18.94,214.5
1260,18.3,213.6
1260,17.62,212.4
1260,16.93,211
1260,16.23,209.2
1260,15.52,207.3
1260,14.83,205
1260,14.14,202.7
1260,13.47,200.1
1260,12.83,197.4
1260,12.21,194.7
1260,11.62,191.8
1260,11.06,189
1260,10.53,186.1
1260,10.03,183.2
1260,9.565,180.4
1260,9.127,177.6
1260,8.717,174.9
1260,8.334,172.2
1260,7.977,169.7
1260,7.644,167.2
1260,7.333,164.8
1260,7.043,162.5
1260,6.773,160.3
1260,6.52,158.2
1260,6.284,156.2
1260,6.063,154.2
1260,5.857,152.4
1260,5.664,150.7
1260,5.482,149
1260,5.312,147.4
1260,5.152,145.9
1260,5.001,144.4
1260,4.859,143
1260,4.725,141.7
1260,4.599,140.4
1260,4.479,139.2
1260,4.365,138.1
1260,4.257,136.9
1260,4.155,135.9
1260,4.058,134.8
1260,3.965,133.8
1260,3.876,132.9
1260,3.792,131.9
1260,3.711,131
1260,3.634,130.2
1260,3.56,129.3
1260,3.489,128.5
1260,3.421,127.7
1260,3.356,126.9
1260,3.293,126.1
1260,3.232,125.4
1260,3.174,124.7
1260,3.118,124
1260,3.064,123.3
1260,3.011,122.6
1260,2.961,121.9
1260,2.912,121.2
1260,2.865,120.6
1260,2.819,119.9
1260,2.774,119.3
1260,2.732,118.6
1260,2.69,118
1260,2.65,117.4
1260,2.61,116.8
1260,2.572,116.2
1260,2.535,115.6
1260,2.499,115
1260,2.464,114.4
1260,2.43,113.8
1260,2.397,113.2
1260,2.365,112.6
1260,2.334,112
1260,2.303,111.4
1260,2.273,110.8
1260,2.244,110.3
